USRID	RST
82111	0
82135	0
82139	0
82145	0
82165	0
82178	0
82259	0
82275	0
82278	0
82295	0
82325	0
82351	0
82415	0
82440	0
82443	0
82584	0
82597	0
82602	0
82634	0
82635	0
82727	0
82810	0
82856	0
82899	0
82925	0
82952	0
83080	0
83173	0
83189	0
83277	0
83372	0
83452	0
83536	0
83614	0
83742	0
83755	0
83763	0
83866	0
83872	0
83899	0
83912	0
84041	0
84043	0
84051	0
84055	0
84106	0
84153	0
84275	0
84327	0
84344	0
84349	0
84350	0
84362	0
84389	0
84395	0
84532	0
84550	0
84560	0
84567	0
84574	0
84604	0
84665	0
84762	0
84784	0
84855	0
84874	0
84875	0
84877	0
85057	0
85141	0
85173	0
85281	0
85296	0
85300	0
85305	0
85341	0
85354	0
85356	0
85389	0
85397	0
85469	0
85494	0
85544	0
85604	0
85673	0
85827	0
85907	0
86008	0
86109	0
86114	0
86125	0
86206	0
86212	0
86231	0
86242	0
86248	0
86276	0
86325	0
86380	0
86470	0
86505	0
86524	0
86565	0
86656	0
86697	0
86736	0
86776	0
86827	0
86832	0
87072	0
87389	0
87426	0
87437	0
87641	0
87643	0
87662	0
87674	0
87733	0
87743	0
87752	0
87845	0
87888	0
87923	0
87962	0
88000	0
88057	0
88087	0
88148	0
88186	0
88271	0
88277	0
88374	0
88412	0
88462	0
88533	0
88597	0
88610	0
88619	0
88734	0
88741	0
88785	0
88823	0
88870	0
88889	0
88899	0
89044	0
89131	0
89178	0
89201	0
89211	0
89265	0
89493	0
89547	0
89549	0
89558	0
89606	0
89676	0
89684	0
89774	0
89825	0
90011	0
90017	0
90021	0
90091	0
90137	0
90191	0
90208	0
90308	0
90309	0
90311	0
90369	0
90399	0
90463	0
90559	0
90594	0
90629	0
90738	0
90831	0
90839	0
90852	0
90889	0
90892	0
90903	0
90914	0
90958	0
91032	0
91050	0
91053	0
91077	0
91114	0
91118	0
91168	0
91220	0
91233	0
91238	0
91264	0
91285	0
91392	0
91417	0
91441	0
91461	0
91476	0
91477	0
91613	0
91636	0
91728	0
91770	0
91881	0
91912	0
91954	0
91970	0
91999	0
92016	0
92022	0
92050	0
92082	0
92182	0
92184	0
92186	0
92211	0
92320	0
92396	0
92420	0
92453	0
92527	0
92570	0
92608	0
92612	0
92632	0
92665	0
92793	0
92829	0
92852	0
92999	0
93034	0
93189	0
93230	0
93305	0
93354	0
93359	0
93370	0
93388	0
93424	0
93445	0
93449	0
93454	0
93592	0
93628	0
93655	0
93669	0
93697	0
93744	0
93746	0
93754	0
93789	0
93841	0
93870	0
93879	0
93933	0
93954	0
93964	0
94042	0
94130	0
94176	0
94181	0
94232	0
94233	0
94250	0
94260	0
94300	0
94340	0
94361	0
94525	0
94538	0
94581	0
94689	0
94729	0
94734	0
94749	0
94770	0
94787	0
94825	0
94838	0
95035	0
95060	0
95123	0
95142	0
95152	0
95220	0
95249	0
95281	0
95308	0
95376	0
95440	0
95552	0
95593	0
95599	0
95695	0
95891	0
95917	0
95939	0
95954	0
96007	0
96018	0
96076	0
96196	0
96233	0
96366	0
96369	0
96373	0
96519	0
96584	0
96646	0
96671	0
96863	0
96866	0
96869	0
96881	0
96903	0
97157	0
97245	0
97345	0
97587	0
97636	0
97716	0
97722	0
97805	0
97864	0
97890	0
97931	0
98217	0
98418	0
98515	0
98522	0
98576	0
98584	0
98619	0
98684	0
98754	0
98844	0
98853	0
98952	0
99028	0
99057	0
99102	0
99164	0
99255	0
99348	0
99358	0
99408	0
99469	0
99547	0
99585	0
99587	0
99595	0
99734	0
99762	0
99768	0
99793	0
99857	0
99914	0
99951	0
32	0
97	0
131	0
151	0
169	0
324	0
505	0
603	0
710	0
724	0
801	0
810	0
843	0
872	0
905	0
931	0
958	0
984	0
1043	0
1153	0
1217	0
1232	0
1251	0
1287	0
1313	0
1382	0
1390	0
1530	0
1574	0
1583	0
1631	0
1672	0
1716	0
1922	0
1962	0
1999	0
2215	0
2246	0
2370	0
2397	0
2488	0
2498	0
2626	0
2627	0
2758	0
2948	0
2964	0
3100	0
3117	0
3124	0
3136	0
3258	0
3296	0
3321	0
3382	0
3392	0
3431	0
3452	0
3512	0
3518	0
3527	0
3592	0
3744	0
3815	0
3838	0
3912	0
3920	0
3992	0
3994	0
4027	0
4039	0
4046	0
4155	0
4159	0
4176	0
4192	0
4316	0
4402	0
4425	0
4443	0
4489	0
4541	0
4576	0
4664	0
4715	0
4743	0
4747	0
4758	0
4829	0
4846	0
4862	0
4887	0
4896	0
4900	0
4957	0
4983	0
5064	0
5200	0
5213	0
5244	0
5279	0
5323	0
5415	0
5508	0
5519	0
5538	0
5547	0
5555	0
5689	0
5699	0
5739	0
5799	0
5819	0
5839	0
5840	0
5866	0
5885	0
5995	0
5996	0
6033	0
6068	0
6110	0
6156	0
6175	0
6195	0
6256	0
6366	0
6456	0
6464	0
6562	0
6621	0
6636	0
6708	0
6826	0
6935	0
6966	0
7012	0
7226	0
7354	0
7358	0
7426	0
7458	0
7472	0
7473	0
7489	0
7498	0
7510	0
7539	0
7546	0
7575	0
7637	0
7706	0
7745	0
7763	0
7919	0
8011	0
8066	0
8194	0
8196	0
8255	0
8386	0
8539	0
8541	0
8572	0
8582	0
8612	0
8623	0
8630	0
8641	0
8899	0
8900	0
8911	0
8915	0
8928	0
8936	0
8987	0
8991	0
9136	0
9371	0
9376	0
9377	0
9474	0
9548	0
9584	0
9626	0
9662	0
9709	0
9788	0
9799	0
9835	0
9838	0
9847	0
9875	0
9892	0
9977	0
10005	0
10015	0
10106	0
10117	0
10152	0
10182	0
10296	0
10300	0
10337	0
10353	0
10389	0
10419	0
10461	0
10467	0
10622	0
10650	0
10659	0
10751	0
10852	0
10982	0
11004	0
11079	0
11082	0
11257	0
11396	0
11413	0
11516	0
11531	0
11651	0
11667	0
11717	0
11727	0
11743	0
11842	0
11906	0
11917	0
12050	0
12116	0
12138	0
12184	0
12278	0
12351	0
12354	0
12619	0
12702	0
12847	0
12875	0
12887	0
12896	0
12984	0
13123	0
13213	0
13242	0
13268	0
13303	0
13309	0
13334	0
13355	0
13368	0
13389	0
13438	0
13506	0
13520	0
13615	0
13756	0
13826	0
14055	0
14161	0
14163	0
14174	0
14184	0
14206	0
14227	0
14258	0
14312	0
14350	0
14405	0
14538	0
14635	0
14665	0
14701	0
14772	0
14804	0
14835	0
14876	0
14934	0
14953	0
15117	0
15121	0
15157	0
15537	0
15560	0
15575	0
15621	0
15753	0
15765	0
15902	0
15985	0
16031	0
16060	0
16104	0
16120	0
16145	0
16205	0
16233	0
16257	0
16300	0
16355	0
16410	0
16594	0
16596	0
16598	0
16659	0
16678	0
16734	0
16742	0
16798	0
16804	0
16820	0
16860	0
16967	0
17101	0
17124	0
17147	0
17222	0
17270	0
17277	0
17295	0
17441	0
17447	0
17477	0
17575	0
17615	0
17625	0
17659	0
17702	0
17865	0
17910	0
17913	0
17916	0
17917	0
18112	0
18222	0
18300	0
18329	0
18337	0
18379	0
18385	0
18389	0
18453	0
18512	0
18631	0
18705	0
18767	0
18794	0
18830	0
18846	0
18856	0
18857	0
18955	0
19019	0
19101	0
19119	0
19124	0
19238	0
19396	0
19470	0
19522	0
19525	0
19526	0
19530	0
19582	0
19589	0
19608	0
19858	0
19863	0
19880	0
19896	0
20074	0
20087	0
20143	0
20205	0
20328	0
20339	0
20443	0
20473	0
20493	0
20498	0
20707	0
20711	0
20738	0
20788	0
20812	0
20834	0
20959	0
20979	0
21027	0
21039	0
21285	0
21375	0
21411	0
21455	0
21481	0
21559	0
21561	0
21562	0
21577	0
21658	0
21808	0
21845	0
21878	0
21930	0
21963	0
21987	0
21997	0
22015	0
22028	0
22038	0
22049	0
22117	0
22158	0
22394	0
22432	0
22447	0
22491	0
22502	0
22519	0
22561	0
22616	0
22621	0
22736	0
22741	0
22758	0
22821	0
22848	0
22896	0
22961	0
23071	0
23134	0
23154	0
23234	0
23247	0
23280	0
23376	0
23396	0
23402	0
23406	0
23471	0
23477	0
23493	0
23504	0
23535	0
23577	0
23713	0
23855	0
23867	0
23896	0
23992	0
24060	0
24142	0
24202	0
24203	0
24211	0
24297	0
24435	0
24462	0
24491	0
24515	0
24523	0
24542	0
24601	0
24788	0
24798	0
24924	0
24930	0
24934	0
24982	0
25011	0
25027	0
25038	0
25051	0
25103	0
25183	0
25235	0
25248	0
25326	0
25340	0
25429	0
25450	0
25545	0
25565	0
25596	0
25611	0
25686	0
25725	0
25749	0
25791	0
25883	0
26226	0
26247	0
26323	0
26336	0
26354	0
26586	0
26589	0
26594	0
26707	0
26741	0
26784	0
26959	0
26966	0
27061	0
27093	0
27099	0
27131	0
27137	0
27256	0
27316	0
27361	0
27362	0
27442	0
27448	0
27665	0
27767	0
27769	0
27799	0
27839	0
27842	0
27979	0
27995	0
28022	0
28050	0
28056	0
28068	0
28116	0
28166	0
28255	0
28268	0
28276	0
28476	0
28519	0
28525	0
28534	0
28548	0
28594	0
28606	0
28610	0
28749	0
28784	0
28811	0
28829	0
28854	0
28883	0
28930	0
28952	0
28996	0
29095	0
29101	0
29138	0
29372	0
29385	0
29400	0
29430	0
29439	0
29493	0
29494	0
29513	0
29590	0
29610	0
29662	0
29687	0
29718	0
29742	0
29778	0
29841	0
29883	0
29892	0
29941	0
29969	0
30102	0
30134	0
30240	0
30294	0
30336	0
30358	0
30372	0
30439	0
30448	0
30481	0
30497	0
30533	0
30643	0
30699	0
30794	0
30804	0
30944	0
30997	0
31024	0
31034	0
31037	0
31119	0
31143	0
31165	0
31225	0
31329	0
31443	0
31470	0
31522	0
31602	0
31645	0
31781	0
31846	0
31873	0
31919	0
31935	0
31966	0
31968	0
31987	0
32058	0
32174	0
32176	0
32222	0
32230	0
32231	0
32421	0
32459	0
32591	0
32653	0
32660	0
32721	0
32811	0
32847	0
32862	0
32873	0
32916	0
32955	0
32959	0
33056	0
33124	0
33134	0
33245	0
33255	0
33276	0
33285	0
33348	0
33391	0
33399	0
33435	0
33578	0
33581	0
33608	0
33613	0
33645	0
33693	0
33734	0
33755	0
33819	0
33867	0
34003	0
34084	0
34126	0
34142	0
34186	0
34309	0
34334	0
34415	0
34442	0
34465	0
34497	0
34583	0
34630	0
34672	0
34729	0
34737	0
34826	0
34881	0
34889	0
34969	0
35005	0
35263	0
35293	0
35380	0
35438	0
35461	0
35556	0
35638	0
35646	0
35675	0
35783	0
35872	0
35915	0
36168	0
36169	0
36210	0
36244	0
36278	0
36302	0
36430	0
36462	0
36508	0
36519	0
36551	0
36578	0
36580	0
36613	0
36714	0
36810	0
36893	0
36949	0
37025	0
37075	0
37089	0
37153	0
37463	0
37472	0
37475	0
37486	0
37489	0
37496	0
37600	0
37606	0
37669	0
37756	0
37768	0
37778	0
37858	0
38078	0
38102	0
38173	0
38201	0
38222	0
38264	0
38287	0
38355	0
38444	0
38544	0
38548	0
38570	0
38585	0
38606	0
38731	0
38791	0
38827	0
38868	0
38925	0
38988	0
39000	0
39014	0
39026	0
39099	0
39162	0
39168	0
39189	0
39228	0
39251	0
39252	0
39266	0
39281	0
39376	0
39403	0
39538	0
39674	0
39761	0
39765	0
39776	0
39816	0
39826	0
39951	0
39967	0
39986	0
39989	0
40105	0
40271	0
40278	0
40325	0
40620	0
40625	0
40656	0
40748	0
40824	0
41021	0
41086	0
41103	0
41133	0
41168	0
41208	0
41281	0
41289	0
41294	0
41343	0
41456	0
41499	0
41526	0
41566	0
41588	0
41632	0
41643	0
41677	0
41908	0
42064	0
42089	0
42165	0
42168	0
42223	0
42269	0
42280	0
42313	0
42353	0
42364	0
42390	0
42459	0
42607	0
42749	0
42751	0
42785	0
42822	0
42834	0
42914	0
42921	0
42944	0
43010	0
43045	0
43159	0
43163	0
43223	0
43226	0
43241	0
43245	0
43369	0
43394	0
43461	0
43497	0
43544	0
43568	0
43610	0
43613	0
43685	0
43694	0
43763	0
43872	0
43911	0
43926	0
43979	0
44038	0
44117	0
44118	0
44176	0
44237	0
44321	0
44346	0
44403	0
44470	0
44484	0
44518	0
44581	0
44607	0
44620	0
44781	0
44791	0
44990	0
45027	0
45467	0
45505	0
45540	0
45549	0
45617	0
45641	0
45733	0
45750	0
45982	0
45989	0
46000	0
46068	0
46072	0
46228	0
46342	0
46351	0
46457	0
46608	0
46696	0
46698	0
46716	0
46723	0
46766	0
